RS,TAZ
4999,344
5000,1604
5001,1611
5002,1605
5003,1422
5004,1426
5005,1425
5006,601
5007,601
5008,602
5009,604
5010,609
5011,608
5012,683
5013,684
5014,684
5015,686
5016,686
5017,685
5018,724
5019,724
5020,725
5021,11896
5022,11899
5023,11900
5024,11912
5025,11902
5026,265
5027,11902
5028,278
5029,278
5030,11386
5031,11388
5032,11421
5033,11362
5034,11364
5035,11370
5036,11429
5037,11372
5038,11372
5039,11382
5040,11383
5041,11367
5042,11254
5043,11264
5044,11285
5045,11307
5046,11307
5047,11309
5048,11318
5049,11319
5050,11790
5051,11321
5052,11321
5053,11321
5054,11793
5055,11793
5056,11795
5057,914
5058,366
5059,366
5060,360
5061,353
5062,349
5063,368
5064,367
5065,367
5066,347
5067,354
5068,356
5069,505
5070,498
5071,498
5072,510
5073,506
5074,510
5075,1134
5076,1135
5077,1146
5078,251
5079,251
5080,242
5081,254
5082,254
5083,254
5084,11595
5085,11595
5086,11596
5087,11494
5088,11498
5089,11501
5090,11598
5091,11598
5092,11600
5093,11601
5094,11602
5095,12016
5096,12011
5097,12009
5098,11593
5099,659
5100,11931
5101,11932
5102,11931
5103,11937
5104,11936
5105,11959
5106,11957
5107,11963
5108,11592
5109,11961
5110,11996
5111,11979
5112,11980
5113,11985
5114,11993
5115,11991
5116,11992
5117,12017
5118,12019
5119,12019
5120,10906
5121,10906
5122,10924
5123,10943
5124,11077
5125,11076
5126,10914
5127,11139
5128,11138
5129,12001
5130,11993
5131,11157
5132,11158
5133,11158
5134,11908
5135,11116
5136,11058
5137,11168
5138,11131
5139,11130
5140,11134
5141,11169
5142,11136
5143,11863
5144,11811
5145,11815
5146,11820
5147,11821
5148,11798
5149,11825
5150,452
5151,452
5152,450
5153,450
5154,450
5155,458
5156,492
5157,484
5158,492
5159,484
5160,476
5161,477
5162,478
5163,479
5164,494
5165,1713
5166,1713
5167,1715
5168,1459
5169,1459
5170,1460
5171,638
5172,638
5173,639
5174,12026
5175,12026
5176,11642
5177,11732
5178,11451
5179,11452
5180,11742
5181,11744
5182,11749
5183,11746
5184,11453
5185,11453
5186,11641
5187,11642
5188,11451
5189,11643
5190,11645
5191,11446
5192,11447
5193,11462
5194,11456
5195,10882
5196,10883
5197,11441
5198,10863
5199,10854
5200,10868
5201,11442
5202,10364
5203,10369
5204,11463
5205,10350
5206,10352
5207,10371
5208,10378
5209,10375
5210,10430
5211,10423
5212,10432
5213,11565
5214,11574
5215,11571
5216,10398
5217,10401
5218,11580
5219,10412
5220,11384
5221,11398
5222,11406
5223,11402
5224,11414
5225,11578
5226,11581
5227,11581
5228,11581
5229,11416
5230,11416
5231,829
5232,835
5233,835
5234,323
5235,323
5236,323
5237,318
5238,331
5239,336
5240,336
5242,335
5243,335
5244,335
5245,339
5246,395
5247,1071
5248,387
5250,383
5251,388
5252,385
5253,385
5254,382
5255,389
5256,389
5257,381
5258,936
5259,936
5260,932
5261,934
5262,399
5263,399
5264,933
5265,404
5266,405
5267,400
5268,949
5269,401
5270,402
5271,402
5272,413
5273,1564
5274,1563
5275,1567
5276,1574
5277,1579
5278,1579
5279,1642
5280,512
5281,522
5282,513
5283,513
5284,514
5285,531
5286,538
5287,537
5288,535
5289,536
5290,552
5291,539
5292,552
5293,552
5294,545
5295,543
5296,543
5297,547
5298,546
5299,546
5300,590
5301,587
5302,590
5303,550
5304,551
5305,552
5306,551
5307,551
5308,554
5309,555
5310,554
5311,553
5312,304
5313,303
5314,306
5315,311
5316,309
5317,313
5318,307
5319,305
5320,308
5321,315
5322,314
5323,315
5324,248
5325,247
5326,253
5327,11728
5328,11725
5329,11725
5330,11511
5331,11511
5332,11544
5333,11723
5334,11720
5335,10641
5336,12020
5337,10642
5338,10689
5339,11717
5340,11555
5341,10645
5342,11554
5343,11546
5344,10700
5345,10675
5346,10653
5347,10781
5348,10692
5349,10694
5350,10669
5351,10784
5352,10784
5353,10799
5354,10873
5355,10816
5356,10859
5357,11937
5358,11925
5359,11925
5360,738
5361,296
5362,285
5363,279
5364,761
5365,761
5366,10853
5367,10142
5368,10130
5369,10147
5370,10152
5371,10007
5372,10083
5373,10080
5374,10096
5375,10514
5376,10517
5377,10570
5378,10548
5379,10553
5380,10587
5381,10629
5382,10590
5383,10626
5384,10611
5385,10613
5386,11348
5387,10614
5388,10627
5389,11267
5390,11350
5391,11247
5392,11252
5393,10543
5394,10543
5395,10601
5396,11013
5397,11188
5398,11177
5399,10597
5400,11205
5401,11205
5402,11163
5403,11162
5404,11859
5405,11860
5406,11861
5407,11861
5408,11877
5409,11877
5410,11876
5411,11231
5412,11207
5413,11827
5414,11827
5415,11828
5416,11830
5417,11841
5418,11840
5419,11852
5420,11270
5421,11275
5422,11278
5423,11276
5424,11848
5425,11848
5426,11282
5427,11282
5428,11313
5429,11849
5430,11850
5431,11854
5432,11851
5433,11852
5434,11856
5435,11863
5436,11880
5437,11878
5438,11881
5439,11882
5440,11884
5441,11886
5442,11885
5443,11872
5444,904
5445,917
5446,921
5447,921
5448,917
5449,922
5450,918
5451,918
5452,919
5453,1232
5454,1240
5455,1241
5456,1673
5457,1674
5458,1673
5459,1356
5460,1356
5461,1357
5462,487
5463,487
5464,487
5465,487
5466,487
5467,475
5468,476
5469,472
5470,481
5471,496
5472,496
5473,482
5474,482
5475,482
5476,482
5477,504
5478,502
5479,502
5480,10826
5481,10847
5482,10847
5483,416
5484,430
5485,419
5486,11512
5487,11514
5488,11518
5489,11005
5490,11031
5491,11034
5492,320
5493,320
5494,320
5495,10406
5496,10413
5497,10417
5498,10768
5499,10774
5500,10774
5501,10240
5502,10252
5503,10253
5504,10476
5505,10507
5506,10512
5507,348
5508,350
5509,347
5510,10944
5511,10933
5512,10947
5513,11079
5514,11083
5515,11085
5516,11203
5517,11171
5518,11160
5519,11577
5520,11577
5521,11578
5522,338
5523,334
5524,334
5525,397
5526,397
5527,402
5528,512
5529,512
5530,523
5531,242
5532,251
5533,242
5534,10685
5535,10687
5536,10686
5537,10897
5538,10893
5539,10898
5540,11955
5541,11970
5542,11971
5543,10118
5544,10124
5545,10110
5546,10638
5547,10640
5548,10640
5549,11339
5550,11352
5551,11375
5552,10586
5553,10607
5554,10608
5555,11843
5556,11843
5557,11847
5558,11295
5559,11299
5560,11296
5561,479
5562,481
5563,481
5564,10794
5565,10760
5566,10803
5567,10714
5568,10209
5569,10210
5570,10169
5571,10169
5572,10170
5573,11604
5574,11605
5575,11608
5576,10995
5577,11027
5578,11029
5579,11113
5580,11115
5581,11090
5582,11041
5583,11183
5584,11185
5585,11759
5586,11759
5587,11773
5588,1604
5589,1604
5590,1604
5591,11624
5592,11625
5593,11627
5594,277
5595,277
5596,286
5597,10462
5598,10464
5599,10463
5600,11322
5601,11322
5602,11326
5603,11360
5604,11354
5605,11356
5606,424
5607,417
5608,422
5609,11535
5610,11531
5611,10720
5612,11527
5613,10287
5614,10287
5615,10738
5616,10739
5617,10741
5618,10283
5619,10282
5620,10301
5621,10308
5622,10312
5623,10317
5624,10262
5625,10264
5626,10972
5627,10480
5628,10488
5629,10478
5630,10960
5631,10966
5632,10967
5633,10521
5634,10532
5635,10536
5636,322
5637,322
5638,322
5639,11896
5640,11897
5641,11905
5642,11393
5643,11365
5644,11393
5645,11382
5646,11382
5647,11367
5648,11254
5649,11256
5650,11303
5651,361
5652,361
5653,361
5654,360
5655,349
5656,355
5657,11601
5658,11615
5659,11615
5660,11982
5661,11983
5662,11983
5663,12017
5664,12018
5665,12018
5666,10921
5667,10906
5668,10924
5669,10943
5670,11061
5671,11069
5672,10915
5673,11137
5674,11137
5675,11119
5676,11124
5677,11168
5678,478
5679,478
5680,478
5681,11643
5682,11645
5683,11445
5684,11459
5685,11455
5686,11455
5687,11443
5688,11444
5689,11444
5690,10864
5691,10862
5692,10865
5693,10365
5694,10367
5695,10367
5696,11405
5697,11405
5698,11405
5699,317
5700,336
5701,336
5702,336
5703,336
5704,335
5705,335
5706,335
5707,335
5708,394
5709,394
5710,387
5712,384
5713,388
5714,382
5715,385
5716,382
5717,388
5718,389
5719,380
5720,934
5721,399
5722,399
5723,400
5724,399
5725,398
5726,513
5727,513
5728,511
5729,309
5730,308
5731,308
5732,315
5733,315
5734,315
5735,11548
5736,11548
5737,11543
5738,11719
5739,11717
5740,10644
5741,11550
5742,11542
5743,10682
5744,10695
5745,10655
5746,10696
5747,10664
5748,10664
5749,10664
5750,10795
5751,10795
5752,10801
5753,10873
5754,10818
5755,10822
5756,10857
5757,10138
5758,10133
5759,10143
5760,10148
5761,10032
5762,10127
5763,10088
5764,11667
5765,10565
5766,10568
5767,10568
5768,10557
5769,10555
5770,11678
5771,10631
5772,10632
5773,10624
5774,10611
5775,10611
5776,11347
5777,10614
5778,10615
5779,10615
5780,11251
5781,11246
5782,11252
5783,10542
5784,10542
5785,10600
5786,11015
5787,11175
5788,11175
5789,11223
5790,11222
5791,11226
5792,11845
5793,11845
5794,11851
5795,11890
5796,11883
5797,11886
5798,916
5799,919
5800,919
5801,475
5802,475
5803,475
5804,476
5805,476
5806,481
5807,10803
5808,10803
5809,10833
5810,10743
5811,10746
5812,10750
5813,10849
5814,10169
5815,10168
5816,416
5817,421
5818,430
5819,418
5820,418
5821,420
5822,11510
5823,11515
5824,11515
5825,11518
5826,11518
5827,11524
5828,11607
5829,11610
5830,12015
5831,11614
5832,11614
5833,12014
5834,12015
5835,12014
5836,12015
5837,11019
5838,11008
5839,11007
5840,11010
5841,11012
5842,11036
5843,11032
5844,11038
5845,11040
5846,11710
5847,11710
5848,11711
5849,11712
5850,11713
5851,11713
5852,12027
5853,12027
5854,12027
5855,10422
5856,10421
5857,10404
5858,10405
5859,11324
5860,11357
5861,10414
5862,11357
5863,11361
5864,10705
5865,10703
5866,10710
5867,10721
5868,10717
5869,10724
5870,10728
5871,10733
5872,10733
5873,10235
5874,10236
5875,10237
5876,10306
5877,10322
5878,10256
5879,10253
5880,10259
5881,10251
5882,10179
5883,10478
5884,10487
5885,10484
5886,10496
5887,10498
5888,10509
5889,10521
5890,10522
5891,11421
5892,11426
5893,11426
5894,11371
5895,11367
5896,11367
5897,11810
5898,11809
5899,11807
5900,351
5901,351
5902,357
5903,1493
5904,1490
5905,1492
5906,10329
5907,10329
5908,10934
5909,10330
5910,10927
5911,10927
5912,10933
5913,10939
5914,10940
5915,10926
5916,11147
5917,11083
5918,11147
5919,11149
5920,11148
5921,11096
5922,11172
5923,11172
5924,11168
5925,11170
5926,11170
5927,11174
5928,11174
5929,11159
5930,11444
5931,11444
5932,11464
5933,840
5934,838
5935,840
5936,337
5937,336
5938,338
5939,336
5940,336
5941,336
5942,332
5943,332
5944,333
5945,393
5946,395
5947,387
5948,388
5949,388
5950,388
5951,386
5952,386
5953,386
5954,398
5955,398
5956,397
5957,398
5958,401
5959,401
5960,512
5961,512
5962,512
5963,511
5964,511
5965,521
5966,313
5967,301
5968,301
5969,10647
5970,10647
5971,10687
5972,10646
5973,10676
5974,10677
5975,10687
5976,10688
5977,10695
5978,10887
5979,10892
5980,10892
5981,10669
5982,10670
5983,10890
5984,10894
5985,10875
5986,10876
5987,11946
5988,11942
5989,11942
5990,10121
5991,10123
5992,10124
5993,11663
5994,10135
5995,10128
5996,10127
5997,10127
5998,10457
5999,10469
6000,10471
6001,10637
6002,10572
6003,10575
6004,10629
6005,10635
6006,10636
6007,10610
6008,11347
6009,11342
6010,11342
6011,11348
6012,11349
6013,11350
6014,11353
6015,11350
6016,11377
6017,10592
6018,10602
6019,10605
6020,10602
6021,10596
6022,10596
6023,10607
6024,10598
6025,10598
6026,11228
6027,11227
6028,11842
6029,11842
6030,11841
6031,11841
6032,11842
6033,11844
6034,11844
6035,11289
6036,11293
6037,11293
6038,473
6039,481
6040,481
6041,481
6042,481
6043,495
6044,10775
6045,10775
6046,10753
6047,10755
6048,10735
6049,10736
6050,10758
6051,10713
6052,10716
6053,10737
6054,10742
6055,10715
6056,10715
6057,10227
6058,10229
6059,10214
6060,10194
6061,10200
6062,10217
6063,10221
6064,10220
6065,10222
6066,10177
6067,10175
6068,10173
6069,10175
6070,10166
6071,364
6072,355
6073,352
6074,349
6075,349
6076,352
6077,352
6078,347
6079,362
6080,11609
6081,11609
6082,11611
6083,10982
6084,10950
6085,10954
6086,10951
6087,10952
6088,11099
6089,11108
6090,11110
6091,11011
6092,11065
6093,11069
6094,11046
6095,11076
6096,11075
6097,11052
6098,11049
6099,11116
6100,11093
6101,11090
6102,11178
6103,11179
6104,11180
6105,11094
6106,11192
6107,11195
6108,11194
6109,11204
6110,455
6111,455
6112,456
6113,11757
6114,11756
6115,11760
6116,11755
6117,11753
6118,11754
6119,11765
6120,11766
6121,11769
6122,11562
6123,11569
6124,11569
6125,11573
6126,11573
6127,11586
6128,11573
6129,11576
6130,11576
6131,828
6132,828
6133,844
6134,334
6135,334
6136,341
6137,341
6138,333
6139,342
6140,243
6141,243
6142,254
6143,243
6144,244
6145,244
6146,241
6147,258
6148,258
6149,11706
6150,11715
6151,11715
6152,12021
6153,12021
6154,11623
6155,10690
6156,10691
6157,10690
6158,11625
6159,10663
6160,10663
6161,11628
6162,10886
6163,10886
6164,11644
6165,10888
6166,10888
6167,282
6168,281
6169,274
6170,277
6171,277
6172,277
6173,281
6174,275
6175,275
6176,276
6177,279
6178,280
6179,286
6180,286
6181,286
6182,10113
6183,10115
6184,10461
6185,10459
6186,10458
6187,10447
6188,10449
6189,11323
6190,11323
6191,10456
6192,10103
6193,10452
6194,10096
6195,10097
6196,10099
6197,10100
6198,10099
6199,11329
6200,11325
6201,11325
6202,11359
6203,11332
6204,11332
6205,11334
6206,11354
6207,11339
6208,11379
6209,10616
6210,10617
6211,10622
6212,10619
6213,11210
6214,11213
6215,11215
6216,11235
6217,11217
6218,11219
6219,11219
6220,11220
6221,11239
6222,11228
6223,11239
6224,11244
6225,11244
6226,11245
6227,417
6228,417
6229,417
6230,425
6231,422
6232,415
6233,422
6234,416
6235,416
6236,11537
6237,11533
6238,11536
6239,11524
6240,11524
6241,11528
6242,11530
6243,11528
6244,10723
6245,11525
6246,11525
6247,10275
6248,10287
6249,10285
6250,10232
6251,10718
6252,10245
6253,10719
6254,10247
6255,10248
6256,10247
6257,10241
6258,10243
6259,10226
6260,10290
6261,10290
6262,10288
6263,10298
6264,10326
6265,10324
6266,11615
6267,11615
6268,10311
6269,11616
6270,11616
6271,11618
6272,10313
6273,11618
6274,10328
6275,10322
6276,10321
6277,10265
6278,10338
6279,10334
6280,10335
6281,10340
6282,10342
6283,10342
6284,10206
6285,10184
6286,10494
6287,10186
6288,10251
6289,10490
6290,10489
6291,10501
6292,10502
6293,10972
6294,10972
6295,10985
6296,10977
6297,10977
6298,10990
6299,10987
6300,10992
6301,11022
6302,10499
6303,10537
6304,10531
6305,11016
6306,11019
6307,11021
6308,10533
6309,10529
6310,10530
6311,319
6312,318
6313,318
6314,317
6315,317
6316,337
6317,604
6318,604
6319,604
6320,11391
6321,11392
6322,11392
6323,11362
6324,11363
6325,11365
6326,11364
6327,11379
6328,11380
6329,11369
6330,11380
6331,11370
6332,11370
6333,11370
6334,11372
6335,11374
6336,11375
6337,11383
6338,11377
6339,11253
6340,11254
6341,11383
6342,11255
6343,11255
6344,11260
6345,11263
6346,11262
6347,11264
6348,11270
6349,11271
6350,11285
6351,11285
6352,11285
6353,11286
6354,11287
6355,11290
6356,11308
6357,11292
6358,11310
6359,360
6360,361
6361,353
6362,353
6363,350
6364,348
6365,349
6366,348
6367,349
6368,347
6369,354
6370,354
6371,505
6372,505
6373,498
6374,498
6375,498
6376,498
6377,498
6378,498
6379,506
6380,242
6381,242
6382,243
6383,243
6384,243
6385,254
6386,11602
6387,11606
6388,11602
6389,11935
6390,11947
6391,11948
6392,11958
6393,11950
6394,11965
6395,11961
6396,11961
6397,11980
6398,11964
6399,11965
6400,11968
6401,11616
6402,11617
6403,12018
6404,11617
6405,12019
6406,10907
6407,12019
6408,10907
6409,10927
6410,10904
6411,10905
6412,10906
6413,10900
6414,10901
6415,10912
6416,10916
6417,10917
6418,10924
6419,10928
6420,10930
6421,10930
6422,10924
6423,10926
6424,11078
6425,11062
6426,11077
6427,11072
6428,10909
6429,10910
6430,11139
6431,11138
6432,11138
6433,11149
6434,11082
6435,11088
6436,11057
6437,11088
6438,11132
6439,11059
6440,11055
6441,11060
6442,11060
6443,11811
6444,11804
6445,11818
6446,11800
6447,11799
6448,11822
6449,484
6450,474
6451,476
6452,476
6453,476
6454,477
6455,477
6456,477
6457,478
6458,477
6459,479
6460,479
6461,478
6462,479
6463,479
6464,11640
6465,11640
6466,11643
6467,11643
6468,11645
6469,11645
6470,11645
6471,10889
6472,10889
6473,11645
6474,11443
6475,11446
6476,11445
6477,11445
6478,11448
6479,11450
6480,11450
6481,11462
6482,11456
6483,11462
6484,11458
6485,10889
6486,10881
6487,10882
6488,10880
6489,10870
6490,10885
6491,11439
6492,11440
6493,11441
6494,10858
6495,10858
6496,10862
6497,10860
6498,10852
6499,10852
6500,10868
6501,10857
6502,10869
6503,11442
6504,10866
6505,10361
6506,10344
6507,10119
6508,10345
6509,10363
6510,10117
6511,10116
6512,10368
6513,10112
6514,10112
6515,10432
6516,10424
6517,10410
6518,11408
6519,11410
6520,11409
6521,11411
6522,11412
6523,11418
6524,11416
6525,11416
6526,11416
6527,323
6528,323
6529,318
6530,318
6531,320
6532,331
6533,320
6534,331
6535,336
6536,336
6537,336
6538,336
6539,336
6540,335
6541,335
6542,335
6543,335
6544,335
6545,392
6546,392
6547,391
6548,396
6549,384
6550,384
6551,384
6552,387
6553,383
6554,383
6555,383
6556,388
6557,387
6558,385
6559,385
6560,385
6561,389
6562,389
6563,382
6564,389
6565,389
6566,389
6567,389
6568,389
6569,400
6570,400
6571,400
6572,399
6573,399
6574,399
6575,398
6576,398
6577,397
6578,404
6579,404
6580,405
6581,1567
6582,1569
6583,1569
6584,1574
6585,1573
6586,1580
6587,536
6588,550
6589,550
6590,550
6591,550
6592,550
6593,309
6594,309
6595,301
6596,300
6597,300
6598,300
6599,11511
6600,11484
6601,11511
6602,11511
6603,11512
6604,11545
6605,10684
6606,10684
6607,10684
6608,11553
6609,11554
6610,11554
6611,11555
6612,11555
6613,10673
6614,11554
6615,11547
6616,11552
6617,11547
6618,11545
6619,11546
6620,11541
6621,11541
6622,10702
6623,10672
6624,10650
6625,10651
6626,10683
6627,10708
6628,10709
6629,10787
6630,10767
6631,10769
6632,10691
6633,10691
6634,10692
6635,10693
6636,10693
6637,10694
6638,10666
6639,10667
6640,10670
6641,10698
6642,10785
6643,10784
6644,10785
6645,10788
6646,10789
6647,10797
6648,10802
6649,10803
6650,10800
6651,10801
6652,10813
6653,10807
6654,10809
6655,10817
6656,10824
6657,10826
6658,10826
6659,10852
6660,10836
6661,10853
6662,10840
6663,10168
6664,10143
6665,10138
6666,10139
6667,11664
6668,10168
6669,10171
6670,10150
6671,10162
6672,10157
6673,10156
6674,10027
6675,10024
6676,10039
6677,10064
6678,11661
6679,10082
6680,11648
6681,10055
6682,10077
6683,10079
6684,10095
6685,10097
6686,10514
6687,10519
6688,10513
6689,10516
6690,10523
6691,10564
6692,10561
6693,10560
6694,10574
6695,10524
6696,10526
6697,10550
6698,10527
6699,10530
6700,10546
6701,10547
6702,10546
6703,10588
6704,10583
6705,10584
6706,10632
6707,10589
6708,10593
6709,10594
6710,10585
6711,10586
6712,10586
6713,10639
6714,10639
6715,10611
6716,10612
6717,10614
6718,10614
6719,10611
6720,10614
6721,11349
6722,10614
6723,10625
6724,10627
6725,10626
6726,10628
6727,10628
6728,10615
6729,10621
6730,11267
6731,11266
6732,11268
6733,11246
6734,11268
6735,11268
6736,11249
6737,11248
6738,11250
6739,11250
6740,10539
6741,10539
6742,10543
6743,11042
6744,11045
6745,11013
6746,10542
6747,10542
6748,10596
6749,11182
6750,11187
6751,11190
6752,11186
6753,11197
6754,11166
6755,11176
6756,11165
6757,11177
6758,11204
6759,11160
6760,11163
6761,11162
6762,11159
6763,11859
6764,11230
6765,11207
6766,11222
6767,11831
6768,11832
6769,11839
6770,11846
6771,11839
6772,11853
6773,1674
6774,1676
6775,1675
6776,1673
6777,1675
6778,1673
6779,480
6780,480
6781,480
6782,474
6783,480
6784,472
6785,480
6786,480
6787,496
6788,481
6789,496
6790,481
6791,10204
6792,10204
6793,10182
6794,10504
6795,11680
6796,10505
6797,10946
6798,10947
6799,10948
6800,11952
6801,11954
6802,11967
6803,11113
6804,11114
6805,11090
6806,11322
6807,11322
6808,11322
6809,10307
6810,10307
6811,10323
6812,10198
6813,11683
6814,10477
6815,10962
6816,10961
6817,10963
6818,10521
6819,10534
6820,10525
6821,10139
6822,10031
6823,10050
6824,10106
6825,11666
6826,11667
6827,10565
6828,10568
6829,10466
6830,10557
6831,10579
6832,11678
6833,473
6834,481
6835,473
6836,10815
6837,10827
6838,10833
6839,10830
6840,10744
6841,10844
6842,11004
6843,11006
6844,11005
6845,10249
6846,10237
6847,10239
6848,10254
6849,10254
6850,10254
6851,11681
6852,10479
6853,10479
6854,10509
6855,10515
6856,10515
6857,10111
6858,10108
6859,10105
6860,10474
6861,10474
6862,10474
6863,10473
6864,10473
6865,10634
6866,10640
6867,10609
6868,10610
6869,11376
6870,11377
6871,11377
6872,10593
6873,10604
6874,10604
6875,10779
6876,10778
6877,10780
6878,10763
6879,10758
6880,10716
6881,10214
6882,10194
6883,10216
6884,10224
6885,10177
6886,10177
6887,10172
6888,11652
6889,10161
6890,10997
6891,10997
6892,10998
6893,10959
6894,10952
6895,11097
6896,11026
6897,11109
6898,11026
6899,273
6900,273
6901,273
6902,10461
6903,10461
6904,10447
6905,10455
6906,10455
6907,10453
6908,11358
6909,11359
6910,11359
6911,11354
6912,11336
6913,11379
6914,10257
6915,10258
6916,10265
6917,10491
6918,10492
6919,10495
6920,10983
6921,10984
6922,11000
6923,10986
6924,10978
6925,10988
6926,10968
6927,10991
6928,10991
6929,10520
6930,10520
6931,10520
6932,11018
6933,11021
6934,11020
6935,11062
6936,11072
6937,11076
6938,11117
6939,11117
6940,11121
6941,476
6942,476
6943,476
6944,384
6945,383
6946,383
6947,383
6948,383
6949,388
6950,10653
6951,10660
6952,10661
6953,10785
6954,10783
6955,10797
6956,10799
6957,10799
6958,10804
6959,10873
6960,10811
6961,10873
6962,10808
6963,10808
6964,10816
6965,10137
6966,10137
6967,10137
6968,10146
6969,10146
6970,10149
6971,10157
6972,10157
6973,10152
6974,10034
6975,10038
6976,10038
6977,10065
6978,10065
6979,11665
6980,10069
6981,10072
6982,10072
6983,10079
6984,10092
6985,10097
6986,10514
6987,10514
6988,10514
6989,10517
6990,10517
6991,10564
6992,10569
6993,10571
6994,11676
6995,10548
6996,10549
6997,10551
6998,10544
6999,10545
7000,10553
7001,10587
7002,10587
7003,10588
7004,10583
7005,10583
7006,10632
7007,474
7008,474
7009,474
7010,10832
7011,10834
7012,10834
7013,10834
7014,10842
7015,10842
7016,10252
7017,10252
7018,10252
7019,10476
7020,10476
7021,10507
7022,10507
7023,10508
7024,10508
7025,10512
7026,10509
7027,10509
7028,10944
7029,10944
7030,10945
7031,10947
7032,10949
7033,10949
7034,11945
7035,11945
7036,11953
7037,10638
7038,10638
7039,10638
7040,10637
7041,10637
7042,10637
7043,11338
7044,11345
7045,11351
7046,11345
7047,11352
7048,11352
7049,10595
7050,10607
7051,10608
7052,10607
7053,10606
7054,10607
7055,10793
7056,10761
7057,10760
7058,10762
7059,10759
7060,10762
7061,10760
7062,10760
7063,10765
7064,10998
7065,11104
7066,11027
7067,11029
7068,11030
7069,11030
7070,11100
7071,11112
7072,11114
7073,11115
7074,11049
7075,11049
7076,11115
7077,11049
7078,11091
7079,277
7080,277
7081,277
7082,10464
7083,10464
7084,10449
7085,10463
7086,10450
7087,10450
7088,10454
7089,10454
7090,11322
7091,10453
7092,10452
7093,11322
7094,11322
7095,11327
7096,11328
7097,11357
7098,11358
7099,11360
7100,11354
7101,11354
7102,11354
7103,11355
7104,11355
7105,11356
7106,10301
7107,10301
7108,10302
7109,10294
7110,10309
7111,10309
7112,10193
7113,10480
7114,10480
7115,10482
7116,10482
7117,10478
7118,10960
7119,11000
7120,10961
7121,11000
7122,10965
7123,10965
7124,10967
7125,10967
7126,10967
7127,10520
7128,10531
7129,10535
7130,10535
7131,10536
7132,10526
7133,10943
7134,11061
7135,11062
7136,11063
7137,11062
7138,11062
7139,11119
7140,11124
7141,11124
7142,10681
7143,10682
7144,10682
7145,10675
7146,10655
7147,10655
7148,10655
7149,10655
7150,10655
7151,10796
7152,10796
7153,10799
7154,10133
7155,10130
7156,10130
7157,10147
7158,10147
7159,10147
7160,10148
7161,10148
7162,10030
7163,10030
7164,10034
7165,10049
7166,10084
7167,10085
7168,11666
7169,10082
7170,10086
7171,10089
7172,10088
7173,10091
7174,10091
7175,10465
7176,10565
7177,10565
7178,10567
7179,10566
7180,10568
7181,10568
7182,10568
7183,10568
7184,10558
7185,10557
7186,10557
7187,10552
7188,10554
7189,10556
7190,10580
7191,10580
7192,10580
7193,10631
7194,10632
7195,10632
7196,10632
7197,10633
7198,10633
7199,476
7200,476
7201,476
7202,10803
7203,10765
7204,10829
7205,10827
7206,10830
7207,10833
7208,10747
7209,10748
7210,10743
7211,10716
7212,10211
7213,10752
7214,10752
7215,10752
7216,10752
7217,10842
7218,10844
7219,10850
7220,11025
7221,11025
7222,11025
7223,11030
7224,11030
7225,11009
7226,11009
7227,11011
7228,11012
7229,11324
7230,11323
7231,11324
7232,11324
7233,11324
7234,11357
7235,10235
7236,10235
7237,10236
7238,10302
7239,10302
7240,10304
7241,10237
7242,10237
7243,10254
7244,10304
7245,10305
7246,10306
7247,10255
7248,10255
7249,10255
7250,10255
7251,10260
7252,10260
7253,10259
7254,10262
7255,10261
7256,11668
7257,10477
7258,10486
7259,10484
7260,10495
7261,10496
7262,10497
7263,10497
7264,10520
7265,10479
7266,10498
7267,10510
7268,10498
7269,10520
7270,10521
7271,10939
7272,10939
7273,10941
7274,10120
7275,10122
7276,10121
7277,10122
7278,10122
7279,11663
7280,10124
7281,11663
7282,10126
7283,10130
7284,10134
7285,10129
7286,10134
7287,10135
7288,10064
7289,10129
7290,10129
7291,10083
7292,10127
7293,10084
7294,10127
7295,10108
7296,10106
7297,10457
7298,10468
7299,10467
7300,10469
7301,10467
7302,10472
7303,10472
7304,10637
7305,10473
7306,10637
7307,10572
7308,10573
7309,10573
7310,10573
7311,10576
7312,10575
7313,10577
7314,10577
7315,10629
7316,10635
7317,10635
7318,10636
7319,10636
7320,10630
7321,10630
7322,10609
7323,10609
7324,10609
7325,11346
7326,11350
7327,11353
7328,11353
7329,11353
7330,11377
7331,473
7332,473
7333,473
7334,10778
7335,10754
7336,10753
7337,10226
7338,10227
7339,10227
7340,10228
7341,10206
7342,10190
7343,10208
7344,10212
7345,10213
7346,10189
7347,10191
7348,10191
7349,10194
7350,10196
7351,10201
7352,10222
7353,10223
7354,10177
7355,10178
7356,10180
7357,10181
7358,11652
7359,11653
7360,10158
7361,10957
7362,10957
7363,10956
7364,10940
7365,10941
7366,10953
7367,10952
7368,11102
7369,11102
7370,11105
7371,11099
7372,11110
7373,11100
7374,11100
7375,11110
7376,11110
7377,11113
7378,11113
7379,11076
7380,11076
7381,11076
7382,11072
7383,11080
7384,11080
7385,11053
7386,11053
7387,11116
7388,11050
7389,11050
7390,11092
7391,11178
7392,11180
7393,11180
7394,11765
7395,11766
7396,11766
7397,274
7398,273
7399,274
7400,277
7401,277
7402,277
7403,10114
7404,10114
7405,10115
7406,10115
7407,10461
7408,10461
7409,10459
7410,10459
7411,10459
7412,10457
7413,10457
7414,10458
7415,10458
7416,10458
7417,11673
7418,10447
7419,11673
7420,11322
7421,11323
7422,11322
